categoria,subcategoria,clase,autor,titulo,edicion,ciudad,anio,editorial,pagina,ilustrador,isbn,cantidad,estado,ubicacion,revisar,notas_revision,texto_original
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-191,"MANEN, Max v",EL TACTO EN LA ENSEÑANZA EL SIGNIFICADO DE LA SENSIBILIDAD PEDAGÓGICA,1,Barcelona,1998,Paidos,231,Julio Vivas,84-493-0565-9,1,B,Biblioteca,False,,"MANEN. Max v. EL TACTO EN LA ENSEÑANZA EL SIGNIFICADO DE LA SENSIBILIDAD PEDAGÓGICA. Primera edicion. Barcelona, 1998. Editorial. Paidos . Pag. 231. Ilus. Julio Vivas. ISBN. 84-493-0565-9."
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-192,"KAUFMAN, Miriam",ENSEÑAR CIENCIAS NATURALES REWFLEXIONES Y PROPUESTAS DIDACTICAS,1,,2000,Paidos,270,Gustavo Macri,950-12-2140-7,1,B,Biblioteca,False,,"KAUFMAN. Miriam. ENSEÑAR CIENCIAS NATURALES REWFLEXIONES Y PROPUESTAS DIDACTICAS. Primera edicion. Buenos aires, 2000. Editorial. Paidos. Pag. 270. Ilus. Gustavo Macri. ISBN. 950-12-2140-7"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-193,"CANDELA, Antonia",CIENCIAS EN EL AULA LOS ALUMNOS ENTRE LA ARGUMENTACION Y EL CONSENSO,1,Barcelona,1999,Paidos,299,José Martinez,968-853-424-2,1,B,Biblioteca,False,,"CANDELA. Antonia. CIENCIAS EN EL AULA LOS ALUMNOS ENTRE LA ARGUMENTACION Y EL CONSENSO. Primera edicion. Barcelona, 1999. Editorial. Paidos. Pag. 299. Ilus. José Martinez. ISBN. 968-853-424-2."
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-194,"RUIZ R, Jose M",CÓMO MEJORAR LA INSTITUCIÓN EDUCATIVA EVALUACIÓN DE LA INNOVACIÓN Y DEL CAMBIO ANALISIS DE CASOS,1,Bogota,1998,Magistero,270,,958-20-0458-4,1,B,Biblioteca,False,,"RUIZ R. Jose M. CÓMO MEJORAR LA INSTITUCIÓN EDUCATIVA EVALUACIÓN DE LA INNOVACIÓN Y DEL CAMBIO ANALISIS DE CASOS. Primera edicion. Bogota, 1998. Editorial. Magistero. Pag. 270. ISBN. 958-20-0458-4."
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-195,"LOVELL, Kenneth",DESARROLLO DE LOS CONCEPTOS BÁSICOS MATEMÁTICAS Y CIENTÍFICOS EN LOS NIÑOS. Septima edicion. Madrid. 1999,,Madrid,1999,morata,203,Javier Morata,84-7112-056-9,1,B,Biblioteca,False,,LOVELL. Kenneth. DESARROLLO DE LOS CONCEPTOS BÁSICOS MATEMÁTICAS Y CIENTÍFICOS EN LOS NIÑOS. Septima edicion. Madrid. 1999. Editorial morata. Pag. 203. Ilus. Javier Morata. ISBN. 84-7112-056-9
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-196,"PAGES, Joan",LA EDUCACIÓN CÍVICA EN LA ESCUELA,1,Barcelona,1999,Paidos,261,Julio Vivas,84-7509-275-6,1,B,Biblioteca,False,,"PAGES. Joan. LA EDUCACIÓN CÍVICA EN LA ESCUELA. Primera edicion. Barcelona, 1999. Editorial. Paidos. Pag. 261. Ilus. Julio Vivas. ISBN. 84-7509-275-6"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-197,"LANGFORD, Peter",EL DESARROLLO DEL PENSAMIENTO CONCEPTUAL EN LA ESCUELA PRIMARIA,1,Barcelona,1989,,158,Ferran Cartes,84-7509-516-X,1,B,Biblioteca,False,,"LANGFORD. Peter. EL DESARROLLO DEL PENSAMIENTO CONCEPTUAL EN LA ESCUELA PRIMARIA. Primera edicion. Barcelona, 1989. Ediotrial. Paidos. Pag. 158. Ilus. Ferran Cartes. ISBN. 84-7509-516-X"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-198,"SUAREZ, H, Mariela",FAMILIA Y VALORES MODULO 2 ESCUELA DE PADRES UN PROYECTO DE VIDA COMÚN. Segunda edicion,,Barcelona,2000,colección aula abierta,147,Francisco Sanchez,958-20-0321-9,1,B,Biblioteca,False,,"SUAREZ, H. Mariela. FAMILIA Y VALORES MODULO 2 ESCUELA DE PADRES UN PROYECTO DE VIDA COMÚN. Segunda edicion. Barcelona, 2000. Editorial. colección aula abierta. Pag. 147. Ilus. Francisco Sanchez. ISBN. 958-20-0321-9"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-199,"SUAREZ, H, Mariela",FAMILIA Y VALORES MODULO 3 ESCUELA DE PADRES LA HORA DEL ENCUENTRO. Segunda edicion,,Barcelona,2000,colección aula abierta,126,Isabel Duque,958-20-0449-5,1,B,Biblioteca,False,,"SUAREZ, H. Mariela. FAMILIA Y VALORES MODULO 3 ESCUELA DE PADRES LA HORA DEL ENCUENTRO. Segunda edicion. Barcelona, 2000. Editorial. colección aula abierta. Pag. 126. Ilus. Isabel Duque. ISBN. 958-20-0449-5"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-200,"SUAREZ H, Mariela",FAMILIA Y VALORES MODULO 4 ESCUELA DE PADRES PAPITOS. PODEMOS PREGUNTAR?,1,Barcelona,2001,colección aula abierta,176,Maria Constanza Tovar,958-20-0561-0,1,B,Biblioteca,False,,"SUAREZ H. Mariela. FAMILIA Y VALORES MODULO 4 ESCUELA DE PADRES PAPITOS. PODEMOS PREGUNTAR?. Primera edicion. Barcelona, 2001. Editorial colección aula abierta. Pag. 176. Ilus. Maria Constanza Tovar. ISBN. 958-20-0561-0"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-201,"OBIOLS S, Nuria",COMO DESARROLLAR LOS VALORES A PARTIR DE LA LITERATURA,1,Barcelona,1998,ceac,154,,84-329-8636-4,1,B,Biblioteca,False,,"OBIOLS S. Nuria. COMO DESARROLLAR LOS VALORES A PARTIR DE LA LITERATURA. Primera edicion. Barcelona, 1998. Editorial ceac. Pag. 154. ISBN. 84-329-8636-4"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-202,"AYORZA, Alfredo","MISION DE CIECIA , EDUCACION Y DESARROLLO. COLOMBIA: AL FILO DE LA OPORTUNIDAD INFORME CONJUNTO. Segunda edicion",,Bogota,2001,colección mesa redonda,184,,958-20-0198-4,1,B,Biblioteca,False,,"AYORZA. Alfredo. MISION DE CIECIA , EDUCACION Y DESARROLLO. COLOMBIA: AL FILO DE LA OPORTUNIDAD INFORME CONJUNTO. Segunda edicion. Bogota, 2001. Editorial colección mesa redonda. Pag. 184. ISBN. 958-20-0198-4"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-203,"GUTIERREZ, Mario",ECOLOGÍA SALVEMOS EL PLANETA TIERRA,1,Mexico,1996,limusa,181,Martha Aveles,958-18-4271-5,1,B,Biblioteca,False,,"GUTIERREZ. Mario. ECOLOGÍA SALVEMOS EL PLANETA TIERRA. Primera edicion. Mexico, 1996. Editorial. limusa. Pag. 181. Ilus. Martha Aveles. ISBN. 958-18-4271-5"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-204,"STAINBACK, Susan",Y otros. AULAS INCLUSIVAS UN NUEVO MODO DE ENFOCAR Y VIVIR EL CURRÍCULO. Segunda edicion,,Madrid,2001,narcea,295,Rosa Villar,84-277-1247-2,1,B,Biblioteca,False,,"STAINBACK. Susan. Y otros. AULAS INCLUSIVAS UN NUEVO MODO DE ENFOCAR Y VIVIR EL CURRÍCULO. Segunda edicion. Madrid, 2001. Editorial narcea. Pag. 295. Ilus. Rosa Villar. ISBN. 84-277-1247-2"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-205,"COOPER, J David",CÓMO MEJORAR LA COMPRENSIÓN LECTORA. Segunda edicion,,Madrid,1998,Aprendisaje visor,461,Alberto Corazon,84-7774-073-9,1,B,Biblioteca,False,,"COOPER. J David. CÓMO MEJORAR LA COMPRENSIÓN LECTORA. Segunda edicion. Madrid, 1998. Editorial. Aprendisaje visor. Pag. 461. Ilus. Alberto Corazon. ISBN.84-7774-073-9"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-206,"GALLEGO B, Romulo",EVALUACIÓN PEDAGÓGICA Y PROMOCIÓN ACADÉMICA,1,Bogota,1989,ecoe,142,,958-9074-90-1,1,B,Biblioteca,False,,"GALLEGO B. Romulo. EVALUACIÓN PEDAGÓGICA Y PROMOCIÓN ACADÉMICA. Primera edicion. Bogota, 1989. Editorial ecoe. Pag. 142. ISBN. 958-9074-90-1"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-207,"BETTELHEIM, Bruno",APRENDER A LEER,1,Barcelona,2001,biblioteca de bolsillo,213,,84-8432-228-9,1,B,Biblioteca,False,,"BETTELHEIM. Bruno. APRENDER A LEER. Primera edicion. Barcelona, 2001. Editorial biblioteca de bolsillo. Pag. 213. ISBN. 84-8432-228-9"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-208,"BAQUES i T, Marian",600 JUEGOS PARA EDUCACIÓN INFANTIL ACTIVIDADES PARA FAVORECER LA LECTURA Y ESCRITURA. Priemra edicion,,Barcelona,2000,ceac,231,Julio Vivas,84-329-9480-4,1,B,Biblioteca,False,,"BAQUES i T. Marian. 600 JUEGOS PARA EDUCACIÓN INFANTIL ACTIVIDADES PARA FAVORECER LA LECTURA Y ESCRITURA. Priemra edicion. Barcelona, 2000. Editorial ceac. Pag. 231. Ilus. Julio Vivas. ISBN. 84-329-9480-4"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-209,"DE PUING, Irene",CÓMO APRENDER A ESTUDIAR,1,Barcelona,2000,octaedro,79,,84-8063-001-9,1,B,Biblioteca,False,,"DE PUING. Irene. CÓMO APRENDER A ESTUDIAR. 1° Edicion. Barcelona, 2000. Editorial. octaedro. Pag. 79. ISBN. 84-8063-001-9"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-210,"CORREA DE M, Cecilia",ADMINISTRACIÓN ESTRATÉGICA Y CALIDAD INTEGRAL EN LAS INSTITUCIONES EDUCATIVAS. Segunda edicion,,Bogota,1998,colección aula abierta,111,Francisco Sanchez,958-20-0323-5,1,B,Biblioteca,False,,"CORREA DE M. Cecilia. ADMINISTRACIÓN ESTRATÉGICA Y CALIDAD INTEGRAL EN LAS INSTITUCIONES EDUCATIVAS. Segunda edicion. Bogota, 1998. Editorial colección aula abierta. Pag. 111. Ilus. Francisco Sanchez. ISBN. 958-20-0323-5"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-211,"CARDENAS C, Antonio",Y otros. EL MAESTRO PROTAGONISTA DEL CAMBIO EDCUCATIVO,1,Bogota,2000,colección aula abierta,351,Andrew Jud,958-20-0585-8,1,B,Biblioteca,False,,"CARDENAS C. Antonio. Y otros. EL MAESTRO PROTAGONISTA DEL CAMBIO EDCUCATIVO. Primera edicion. Bogota, 2000. Editorial colección aula abierta. Pag. 351. Ilus. Andrew Jud. ISBN. 958-20-0585-8"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-212,"POINTER, Bren",ACTIVIDADES MOTRICES PARA NIÑOS CON NECESIDADES ESPECIALES. Segunda edicion,,Madrid,2001,narcea,107,Fernando Garcia,84-277-1180-4,1,B,Biblioteca,False,,"POINTER. Bren. ACTIVIDADES MOTRICES PARA NIÑOS CON NECESIDADES ESPECIALES. Segunda edicion. Madrid, 2001. Editorial narcea. Pag. 107. Ilus. Fernando Garcia. ISBN84-277-1180-4"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-213,"CASCALLANA, Maria T",INICIACIÓN A LA MATEMÁTICA MATERIALES Y RECURSOS DIDÁCTICOS,1,Madrid,2002,aula XXI santillana,228,,84-294-6634-7,1,B,Biblioteca,False,,"CASCALLANA. Maria T. INICIACIÓN A LA MATEMÁTICA MATERIALES Y RECURSOS DIDÁCTICOS. Primera edicion. Madrid, 2002. Editorial aula XXI santillana. Pag. 228. ISBN. 84-294-6634-7"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-214,"HERNANDEZ, Fernando",Y otros. PARA ENSEÑAR NO BASTA CON SABER LA ASIGNATURA,1,Barcelona,1999,Paidos,,Ferran Cartes,84-7509-852-5,1,B,Biblioteca,False,,"HERNANDEZ. Fernando. Y otros. PARA ENSEÑAR NO BASTA CON SABER LA ASIGNATURA. Primera edicion. Barcelona, 1999. Editorial. Paidos. Pag. Ilus. Ferran Cartes. ISBN. 84-7509-852-5"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-215,"CASTILLO S, Mauricio",MANUAL PARA LA FORMACIÓN DE INVESTIGADORES. Segunda edicion. Santa fe,,Bogota,2000,colección aula abierta,125,Julian River,958-20-0499-1,1,B,Biblioteca,False,,"CASTILLO S. Mauricio. MANUAL PARA LA FORMACIÓN DE INVESTIGADORES. Segunda edicion. Santa fe Bogota, 2000. Editorial. colección aula abierta. Pag. 125. Ilus. Julian River. ISBN. 958-20-0499-1"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-216,"GARCIA G, Felicidad",CÓMO ELABORAR UNIDADES DIDÁCTICAS EN LA EDUCACIÓN INFANTIL. Primer edicion,,Bilbao,2002,Praxis,274,Jesús Espin,84-331-0649-X,1,B,Biblioteca,False,,"GARCIA G. Felicidad. CÓMO ELABORAR UNIDADES DIDÁCTICAS EN LA EDUCACIÓN INFANTIL. Primer edicion. Bilbao, 2002. Editorial. Praxis. Pag. 274. Ilus. Jesús Espin. ISBN. 84-331-0649-X"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-217,"CASTILLO L, Eduardo",CURRÍCULO Y PROYECTO EDUCATIVO INSTITUCIONAL,1,Armenia,1996,Kinesis,71,,958-9401-13-9,1,B,Biblioteca,False,,"CASTILLO L. Eduardo. CURRÍCULO Y PROYECTO EDUCATIVO INSTITUCIONAL. Primera edicion. Armenia, 1996. Editorial. Kinesis. Pag. 71. ISBN. 958-9401-13-9"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-218,"SERAFINI, Maria T",CÓMO REDACTAR UN TEMA DIDÁCTICA DE LA ESCRITURA,1,Barcelona,1999,Paidos,256,Julio Vivas,84-7509-512-7,1,B,Biblioteca,False,,"SERAFINI. Maria T. CÓMO REDACTAR UN TEMA DIDÁCTICA DE LA ESCRITURA. Primera edicion. Barcelona, 1999. Editorial. Paidos. Pag. 256. Ilus. Julio Vivas. ISBN.84-7509-512-7"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-219,"VEGA, Roberto","ESCUELA, TEATRO Y CONSTRUCCIÓN DEL CONOCIMIENTO AULA XXI",1,,2001,,230,,950-46-0400-5,1,B,Biblioteca,False,,"VEGA. Roberto. ESCUELA, TEATRO Y CONSTRUCCIÓN DEL CONOCIMIENTO AULA XXI. Primera edicion. Buenos aires, 2001. Editoria.l Santillana. Pag. 230. ISBN. 950-46-0400-5"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-220,"FLOR, Jose I",RECURSOS PARA LA INVESTIGACIÓN EN EL AULA. Quinta edicion,,Sevilla,2000,Diada,82,,84-87118-58-5,1,B,Biblioteca,False,,"FLOR. Jose I. RECURSOS PARA LA INVESTIGACIÓN EN EL AULA. Quinta edicion. Sevilla, 2000. Editorial. Diada. Pag. 82. ISBN. 84-87118-58-5"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-221,"VAYER, Pierre",Y otros. UNA ECOLOGÍA DE LA ESCUELA LA DINÁMICA DE LAS ESTRUCTURAS MATERIALES,1,Barcelona,1993,Paidos,203,Julio Vivas,84-7509-899-1,1,B,Biblioteca,False,,"VAYER. Pierre. Y otros. UNA ECOLOGÍA DE LA ESCUELA LA DINÁMICA DE LAS ESTRUCTURAS MATERIALES. Primera edicion. Barcelona,1993. Editorial. Paidos. Ilus. Julio Vivas. Pag. 203. ISBN. 84-7509-899-1"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-222,"NIÑO M, Fideligno DE J",ANTROPOLOGÍA PEDAGÓGICA INTELECCIÓN VOLUNTAD Y AFECTIVIDAD,1,Bogota,1998,colección mesa redonda,415,,958-20-0387-1,1,B,Biblioteca,False,,"NIÑO M. Fideligno DE J. ANTROPOLOGÍA PEDAGÓGICA INTELECCIÓN VOLUNTAD Y AFECTIVIDAD. Primera edicion. Bogota, 1998. Editorial colección mesa redonda. Pag. 415. ISBN. 958-20-0387-1"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-223,"SANCHEZ C, Luis",LITERATURA INFANTIL Y LENGUAJE LITERARIO,1,Barcelona,1995,Paidos,234,Ferran Cartes,84-493-0139-4,1,B,Biblioteca,False,,"SANCHEZ C. Luis. LITERATURA INFANTIL Y LENGUAJE LITERARIO. Primera edicion. Barcelona, 1995. Editorial. Paidos. Pag. 234. Ilus. Ferran Cartes. ISBN. 84-493-0139-4"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-224,"PULIDO T, Jose A",LOS MUCHACHOS EN LA ESCENA UNA PROPUESTA ARTÍSTICA TEATRAL,1,Bogota,1995,colección alegre,125,Luis Duran,958-20-0290-5,1,B,Biblioteca,False,,"PULIDO T. Jose A. LOS MUCHACHOS EN LA ESCENA UNA PROPUESTA ARTÍSTICA TEATRAL. Primera edicion. Bogota, 1995. Editorial colección alegre. Pag. 125. Ilus. Luis Duran. ISBN. 958-20-0290-5"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-225,"AYARZA B, Alfredo",EDUCACIÓN SEXUAL PARA ADOLECENTES. Tercera. edicion,,Bogota,1997,colección aula abierta,106,,958-20-0255-7,1,B,Biblioteca,False,,"AYARZA B. Alfredo. EDUCACIÓN SEXUAL PARA ADOLECENTES. Tercera. edicion. Bogota, 1997. Editorial colección aula abierta. Pag. 106. ISBN. 958-20-0255-7"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-226,"HANKO, Gerda",LAS NECESIDADES EDUCATIVAS ESPECIALES EN LAS AULAS ORDINARIAS PROFESORES DE APOYO. Primera. edicion,,Barcelona,1998,Paidos,197,Ferran Cartes,84-7509-895-9,1,B,Biblioteca,False,,"HANKO. Gerda. LAS NECESIDADES EDUCATIVAS ESPECIALES EN LAS AULAS ORDINARIAS PROFESORES DE APOYO. Primera. edicion. Barcelona, 1998. Editorial. Paidos. Pag. 197. Ilus. Ferran Cartes. ISBN. 84-7509-895-9."
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-227,"MORA, Juan A",ACCIÓN TUTORIAL Y ORIENTACIÓN EDUCATIVA,5,Madrid,1998,Paidos,170,,84-277-0624-3,1,B,Biblioteca,False,,"MORA. Juan A. ACCIÓN TUTORIAL Y ORIENTACIÓN EDUCATIVA. 5° edicion. Madrid, 1998. Editorial. Paidos. Pag. 170. ISBN. 84-277-0624-3"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-228,"ANTUNES, Celso A",ESTIMULAR LAS INTELIGENCIAS MÚLTIPLES QUÉ SON CÓMO SE MANIFIESTAN CÓMO FUNCIONAN. Segunda edicion,,Madrid,2001,Papirus,113,,84-277-1299-5,1,B,Biblioteca,False,,"ANTUNES. Celso A. ESTIMULAR LAS INTELIGENCIAS MÚLTIPLES QUÉ SON CÓMO SE MANIFIESTAN CÓMO FUNCIONAN. Segunda edicion. Madrid, 2001. Editorial. Papirus. Pag. 113. ISBN. 84-277-1299-5."
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-229,"EINES, Jorge",Y OTRO. DIDÁCTICA DE LA DRAMATIZACIÓN,1,Barcelona,2002,Gedisa,197,Enrique Guelar,84-7432-643-5,1,B,Biblioteca,False,,"EINES. Jorge. Y OTRO. DIDÁCTICA DE LA DRAMATIZACIÓN. Primera edicion. Barcelona, 2002. Editorial. Gedisa. Pag. 197. Ilus. Enrique Guelar. ISBN. 84-7432-643-5"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-230,"LOMAS, Carlos",Y otros. EL ENFOQUE COMUNICATIVO DE LA ENSEÑANZA DE LA LENGUA,1,Barcelona,1993,Paidos,276,,84-7509-891-6,1,B,Biblioteca,False,,"LOMAS. Carlos. Y otros. EL ENFOQUE COMUNICATIVO DE LA ENSEÑANZA DE LA LENGUA. Primera edicion. Barcelona, 1993. Editorial. Paidos. Pag. 276. Ilus.Ferran Cartes. ISBN. 84-7509-891-6"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-231,"ROLDAN, Ofelia",Y otros. EDUCAR EL DESAFÍO DE HOY. Segunda reimpresión,,Bogota,1999,magistero,407,,958-2004649,1,B,Biblioteca,False,,"ROLDAN. Ofelia. Y otros. EDUCAR EL DESAFÍO DE HOY. Segunda reimpresión. Bogota, 1999. editorial magistero. Pag. 407. ISBN. 958-2004649."
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-232,"PLUCKROSE, Henry",ENSEÑANZA Y APRENDIZAJE DE LA HISTORIA. Tercera edición,,Madrid,2000,morata,223,,84-7112-380-0,1,B,Biblioteca,False,,"PLUCKROSE. Henry. ENSEÑANZA Y APRENDIZAJE DE LA HISTORIA. Tercera edición. Madrid, 2000. editorial morata. Pag. 223. ISBN. 84-7112-380-0."
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-233,"CASTORINA, Jose",A y otros. PIAGET EN LA EDUCACIÓN DEBATE EN TORNO DE SUS APOTACIONES. Pimera edición,,Mexico,1998,Paidos,211,Arturo Avendaño,968-853-381-5,1,B,Biblioteca,False,,"CASTORINA. Jose. A y otros. PIAGET EN LA EDUCACIÓN DEBATE EN TORNO DE SUS APOTACIONES. Pimera edición. Mexico, 1998. Editorial. Paidos. Pag. 211. Ilus. Arturo Avendaño. ISBN. 968-853-381-5."
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-234,,,1,Buenos Aires,2000,paidos,323,Julio Vivas,84-7509-688-3,1,B,Biblioteca,True,Autor/título no identificado automáticamente,"SERAFINI, Maria. T. CÓMO SE ESTUDIA LA ORGANIZACIÓN DEL TRABAJO INTELECTUAL. Primera edición. Editorial. paidos. Buenos Aires, 2000. Pag. 323 Ilus. Julio Vivas. ISBN. 84-7509-688-3"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-235,"ACUÑA, Maria Luisa",ACTIVIDADES DIDÁCTICAS PARA PREESCOLAR,1,Mexico,2000,trillas,175,,968-24-4959-6,1,B,Biblioteca,False,,ACUÑA. Maria Luisa. ACTIVIDADES DIDÁCTICAS PARA PREESCOLAR. Primera edicion. Editorial trillas. Mexico. 2000. Pag. 175. ISBN. 968-24-4959-6.
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-236,"GOODMAN, Kenneth",EL LENGUAJE INTEGRAL. Tercera. edicion,,Argentina,1986,Aique,107,,950-701-304-0,1,B,Biblioteca,False,,"GOODMAN. Kenneth. EL LENGUAJE INTEGRAL. Tercera. edicion. Argentina, 1986. Editorial. Aique. Pag. 107. ISBN. 950-701-304-0"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-237,,,,Argentina,2001,paidos,301,Gustavo Macri,950-12-2110-6,1,B,,True,Autor/título no identificado automáticamente; Ubicación vacía; Cantidad no numérica/vacía,"AISENBERG Beatriz. DIDÁCTICA DE LAS CIENCIAS SOCIALES. Novena edicón. Argentina, 2001. Editorial. paidos. Pag. 301. Ilus. Gustavo Macri. ISBN 950-12-2110-6"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-238,,,,Barcelona,1998,gedisa,286,,84-7432-508-0,1,B,Biblioteca,True,Autor/título no identificado automáticamente,"MACLURE, Stuar y otro. APRENDER A PENSAR, PENSAR EN APRENDER. Segunda edición. Barcelona, 1998. Editorial. gedisa. Pag. 286. ISBN. 84-7432-508-0"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-239,,,1,Madrid,1996,Morata,199,,84-7112-405-X,1,B,Biblioteca,True,Autor/título no identificado automáticamente,"GORE, Jennifer M. CONTROVERSIAS ÉNTRELAS PEDAGOGÍAS. Primera edición. Madrid, 1996. Editorial. Morata. Pag. 199. ISBN. 84-7112-405-X"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-240,"FERNANDEZ, Lida M",INSTITUCIONES EDUCATIVAS DINAMICAS INSTITUCIONALES EN SITUACIONES CRITICAS. Quinta edición. Buenos aires,,Argentina,2001,Paidos,305,Gustavo Macri,950-12-3249-2,1,B,Biblioteca,False,,"FERNANDEZ. Lida M. INSTITUCIONES EDUCATIVAS DINAMICAS INSTITUCIONALES EN SITUACIONES CRITICAS. Quinta edición. Buenos aires Argentina, 2001. Editorial. Paidos. Pag. 305. Ilus. Gustavo Macri. ISBN. 950-12-3249-2"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-241,,,,,,,,,,1,B,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DIAZ. ZULETA. EMILIANO LEANDRO , HOMENAJE NACIONAL DE LA MUSICA POPULAR."
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-242,"HEGARTY, Seamus",Y otros. APRENDER JUNTOS LA INTEGRACIÓN ESCOLAR. Tercera edición,,Madrid,1998,morata,227,,84-7112-317-7,1,B,Biblioteca,False,,"HEGARTY. Seamus. Y otros. APRENDER JUNTOS LA INTEGRACIÓN ESCOLAR. Tercera edición. Madrid, 1998. Editorial morata. Pag. 227. ISBN. 84-7112-317-7."
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-243,"FELDMAN, Daniel",AYUDAR A ENSEÑAR,1,,1999,Aique,159,Gustavo Macri,950-701-554-X,1,B,Biblioteca,False,,"FELDMAN. Daniel. AYUDAR A ENSEÑAR. Primera edicion. Buenos aires, 1999. Editorial. Aique. Pag. 159. Ilus. Gustavo Macri. ISBN. 950-701-554-X"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-244,"FLECHA, Ramón",COMPARTIENDO PALABRAS,1,Barcelona,2001,Paidos,157,Ferran Cartes,84-493-0475-X,1,B,Biblioteca,False,,"FLECHA. Ramón. COMPARTIENDO PALABRAS. Primera edición. Barcelona, 2001. Editorial. Paidos. Pag. 157. Ilus. Ferran Cartes. ISBN. 84-493-0475-X."
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-245,"RESNICK, Lauren y otro",LA ENSEÑANZA DE LAS MATEMÁTICAS Y SUS FUNDAMENTOS PSICOLÓGICOS. Segunda edición,,Madrid,1998,Paidos,313,Ferran Cartes,84-7509-628-X,1,B,Biblioteca,False,,"RESNICK. Lauren y otro. LA ENSEÑANZA DE LAS MATEMÁTICAS Y SUS FUNDAMENTOS PSICOLÓGICOS. Segunda edición. Madrid, 1998. Editorial. Paidos. Pag. 313. Ilus. Ferran Cartes. ISBN. 84-7509-628-X"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-246,"HEWARD, Wilian L",PROGRAMAS DE EDUCACIÓN ESPECIAL,1,Barcelona,2001,Ceac,300,,84-329-9439-1,1,B,Biblioteca,False,,"HEWARD. Wilian L. PROGRAMAS DE EDUCACIÓN ESPECIAL. Primera edicion. Barcelona, 2001. Editorial. Ceac. Pag. 300. Tomo I. ISBN. 84-329-9439-1"
12.  Libros de Educación ,LIBROS DE EDUCACION,14-07-247,"HEWARD, Wilian L",PROGRAMAS DE EDUCACIÓN ESPECIAL,1,Barcelona,2001,Ceac,347,,84-329-9440-5,1,B,Biblioteca,False,,"HEWARD. Wilian L. PROGRAMAS DE EDUCACIÓN ESPECIAL. Primera edicion. Barcelona, 2001. Editorial. Ceac. Pag. 347. Tomo II. ISBN. 84-329-9440-5"
